affiliation_key,canonical_affiliation,organisation,country,country_code,geocode_status,latitude,longitude,geocode_source,variant_count,attendee_count,in_delegate_list,in_programme,sources,name_variants,needs_review,review_reason,primary_organisation,secondary_organisation,redirect_to_affiliation_key,plot_on_map
icrs-a-00428,Ochanomizu University,Ochanomizu University,Japan,JP,ok,35.7188353,139.7315093,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Ochanomizu University, Japan",False,,Ochanomizu University,,,True
icrs-a-00429,Ohio State University,Ohio State University,United States,US,ok,40.0060889,-83.0282624,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"Ohio State University, United States",False,,Ohio State University,,,True
icrs-a-00430,Okinawa Institute of Science and Technology,Okinawa Institute of Science and Technology,Japan,JP,ok,26.4649533,127.8301187,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Okinawa Institute of Science and Technology, Japan",False,,Okinawa Institute of Science and Technology,,,True
icrs-a-00431,Old Dominion University,Old Dominion University,United States,US,ok,36.8853217,-76.3058786,geocode_csv,1,4,True,True,delegate_list;geocode_csv;programme,"Old Dominion University, United States",False,,Old Dominion University,,,True
icrs-a-00432,Olohana Foundation,Olohana Foundation,United States,US,ok,21.2838312,-157.8304677,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Olohana Foundation, United States",False,,Olohana Foundation,,,True
icrs-a-00433,One People One Reef,One People One Reef,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"One People One Reef, United States",False,,One People One Reef,,,True
icrs-a-00434,OneReef Worldwide Stewardship,OneReef Worldwide Stewardship,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"OneReef Worldwide Stewardship, United States",False,,OneReef Worldwide Stewardship,,,True
icrs-a-00435,Oregon State University,Oregon State University,Guam,GU,fallback,13.476,144.7502,capital_fallback,2,1,True,True,delegate_list;geocode_csv;programme,"Oregon State University, Guam; University of Guam, Guam",False,,Oregon State University,,,True
icrs-a-00436,Oregon State University,Oregon State University,United States,US,ok,44.5618097,-123.2822671,geocode_csv,1,4,True,True,delegate_list;geocode_csv;programme,"Oregon State University, United States",False,,Oregon State University,,,True
icrs-a-00437,Oswaldo Cruz Foundation,Oswaldo Cruz Foundation,Brazil,BR,ok,-22.8772312,-43.243633,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Oswaldo Cruz Foundation, Brazil",False,,Oswaldo Cruz Foundation,,,True
icrs-a-00438,Pacific Blue Foundation & Scripps Inst. of Oceanography,Pacific Blue Foundation & Scripps Inst. of Oceanography,Fiji,FJ,fallback,-18.1416,178.4419,capital_fallback,1,0,False,True,programme,Pacific Blue Foundation & Scripps Inst. of Oceanography,False,,Pacific Blue Foundation,Scripps Inst. of Oceanography,icrs-a-00439,False
icrs-a-00439,Pacific Blue Foundation,Pacific Blue Foundation,Fiji,FJ,ok,-18.1450349,178.4295509,geocode_csv,1,0,False,False,geocode_csv,"Pacific Blue Foundation, Fiji",False,,Pacific Blue Foundation,Scripps Inst. of Oceanography,,False
icrs-a-00440,Pacific Blue Foundation,Pacific Blue Foundation,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,2,True,False,delegate_list;geocode_csv,"Pacific Blue Foundation, United States",False,,Pacific Blue Foundation,,,True
icrs-a-00441,Pacific Community,Pacific Community,New Caledonia,NC,fallback,-22.2558,166.4505,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Pacific Community, New Caledonia",False,,Pacific Community,,,True
icrs-a-00442,Pacific Islands Fisheries Science Center,Pacific Islands Fisheries Science Center,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,0,False,True,programme,Pacific Islands Fisheries Science Center,False,,Pacific Islands Fisheries Science Center,,,True
icrs-a-00443,Paepae o Heʻeia,"Paepae o Heʻeia, United States",United States,US,ok,21.4314536,-157.8069545,geocode_csv,3,1,True,False,delegate_list;display_alias;geocode_csv,"Paepae o Heeia; Paepae o Heʻeia; Paepae o Heʻeia, United States",False,,"Paepae o Heʻeia, United States",,,True
icrs-a-00444,Palau Governors Association,Palau Governors Association,Palau,PW,fallback,7.5004,134.6242,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Palau Governors Association, Palau",False,,Palau Governors Association,,,True
icrs-a-00445,Palau International Coral Reef Center,"Palau International Coral Reef Center, Palau",Palau,PW,ok,7.3385949,134.4663622,geocode_csv,2,10,True,True,delegate_list;display_alias;geocode_csv;programme,"Palau International Coral Reef Center; Palau International Coral Reef Center, Palau",False,,"Palau International Coral Reef Center, Palau",,,True
icrs-a-00446,Pauahi Bishop Museum,Pauahi Bishop Museum,United States,US,ok,21.3329195,-157.8706127,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Pauahi Bishop Museum, United States",False,,Pauahi Bishop Museum,,,True
icrs-a-00447,Pelita Bangsa University,Pelita Bangsa University,Indonesia,ID,ok,-6.3241085,107.1696207,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Pelita Bangsa University, Indonesia",False,,Pelita Bangsa University,,,True
icrs-a-00448,Pennsylvania State University,"Pennsylvania State University, United States",United States,US,ok,40.7982133,-77.8599084,geocode_csv,2,4,True,True,delegate_list;display_alias;geocode_csv;programme,"Pennsylvania State University; Pennsylvania State University, United States",False,,"Pennsylvania State University, United States",,,True
icrs-a-00449,Perry Institute for Marine Science,Perry Institute for Marine Science,Colombia,CO,fallback,4.711,-74.0721,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Perry Institute for Marine Science, Colombia",False,,Perry Institute for Marine Science,,,True
icrs-a-00450,Perry Institute for Marine Science,Perry Institute for Marine Science,United States,US,ok,26.9584999,-80.0876701,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Perry Institute for Marine Science, United States",False,,Perry Institute for Marine Science,,,True
icrs-a-00451,Pondicherry University,Pondicherry University,India,IN,ok,12.0182619,79.8568461,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Pondicherry University, India",False,,Pondicherry University,,,True
icrs-a-00452,Posgrado en Ciencias del Mar y Limnología,"Posgrado en Ciencias del Mar y Limnología, Mexico",Mexico,MX,ok,19.3289134,-99.1788894,geocode_csv,3,1,True,True,delegate_list;display_alias;geocode_csv;programme,"Posgrado en Ciencias del Mar y Limnologia; Posgrado en Ciencias del Mar y Limnología; Posgrado en Ciencias del Mar y Limnología, Mexico",False,,"Posgrado en Ciencias del Mar y Limnología, Mexico",,,True
icrs-a-00453,Positive Ripple Consulting,Positive Ripple Consulting,France,FR,fallback,48.8566,2.3522,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Positive Ripple Consulting, France",False,,Positive Ripple Consulting,,,True
icrs-a-00454,Princeton University,Princeton University,United States,US,ok,40.3430942,-74.6550739,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Princeton University, United States",False,,Princeton University,,,True
icrs-a-00455,Projeto Costão Rochoso,Projeto Costão Rochoso,Brazil,BR,fallback,-15.7939,-47.8828,capital_fallback,2,0,False,False,display_alias,Projeto Costao Rochoso; Projeto Costão Rochoso,False,,Projeto Costão Rochoso,,,False
icrs-a-00456,PT Pupuk Kalimantan Timur,PT Pupuk Kalimantan Timur,Indonesia,ID,fallback,-6.2088,106.8456,capital_fallback,1,3,True,True,delegate_list;geocode_csv;programme,"PT Pupuk Kalimantan Timur, Indonesia",False,,PT Pupuk Kalimantan Timur,,,True
icrs-a-00457,Puerto Rico Department of Natural and Environmental,Puerto Rico Department of Natural and Environmental,Puerto Rico,PR,fallback,18.4655,-66.1057,capital_fallback,1,3,True,True,delegate_list;geocode_csv;programme,"Puerto Rico Department of Natural and Environmental, Puerto Rico",False,,Puerto Rico Department of Natural and Environmental,,,True
icrs-a-00458,Puipikak Malu Indigenous Corporation,Puipikak Malu Indigenous Corporation,Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Puipikak Malu Indigenous Corporation, Australia",False,,Puipikak Malu Indigenous Corporation,,,True
icrs-a-00459,Qatar University,Qatar University,Qatar,QA,ok,25.376139,51.4830739,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Qatar University, Qatar",False,,Qatar University,,,True
icrs-a-00460,Qubit Systems Inc.,Qubit Systems Inc.,Canada,CA,ok,44.2592656,-76.5254426,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Qubit Systems Inc., Canada",False,,Qubit Systems Inc.,,,True
icrs-a-00461,Queensland Museum,Queensland Museum,Australia,AU,ok,-27.473109,153.0181887,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Queensland Museum, Australia",False,,Queensland Museum,,,True
icrs-a-00462,Queensland University of Technology,"Queensland University of Technology, Australia",Australia,AU,ok,-27.4778241,153.0274859,geocode_csv,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"Queensland University of Technology; Queensland University of Technology, Australia",False,,"Queensland University of Technology, Australia",,,True
icrs-a-00463,Raising Coral Costa Rica,Raising Coral Costa Rica,Costa Rica,CR,ok,8.5388525,-83.3067291,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Raising Coral Costa Rica, Costa Rica",False,,Raising Coral Costa Rica,,,True
icrs-a-00464,Ramkhamhaeng University,"Ramkhamhaeng University, Thailand",Thailand,TH,ok,13.7587013,100.6181488,geocode_csv,2,7,True,True,delegate_list;display_alias;geocode_csv;programme,"Ramkhamhaeng University; Ramkhamhaeng University, Thailand",False,,"Ramkhamhaeng University, Thailand",,,True
icrs-a-00465,Randolph-Macon College,Randolph-Macon College,United States,US,ok,37.7631796,-77.4773666,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Randolph-Macon College, United States",False,,Randolph-Macon College,,,True
icrs-a-00466,Rare - Indonesia,Rare - Indonesia,Indonesia,ID,ok,-6.5853769,106.8010277,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Rare - Indonesia, Indonesia",False,,Rare - Indonesia,,,True
icrs-a-00467,Rare,Rare,Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Rare, Australia",False,,Rare,,,True
icrs-a-00468,Rebuilding with Nature,Rebuilding with Nature,Japan,JP,fallback,35.6762,139.6503,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Rebuilding with Nature, Japan",False,,Rebuilding with Nature,,,True
icrs-a-00469,Red Sea Global,Red Sea Global,Saudi Arabia,SA,fallback,24.7136,46.6753,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Red Sea Global, Saudi Arabia",False,,Red Sea Global,,,True
icrs-a-00470,Reef and Rainforest Research Centre,Reef and Rainforest Research Centre,Australia,AU,ok,-16.9246983,145.7789583,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Reef and Rainforest Research Centre, Australia",False,,Reef and Rainforest Research Centre,,,True
icrs-a-00471,Reef Check Indonesia,Reef Check Indonesia,Indonesia,ID,ok,-8.6848473,115.2425564,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Reef Check Indonesia, Indonesia",False,,Reef Check Indonesia,,,True
icrs-a-00472,Reef Conservation,Reef Conservation,Mauritius,MU,ok,-19.9902655,57.5991267,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"Reef Conservation, Mauritius",False,,Reef Conservation,,,True
icrs-a-00473,Reef Explorer - Fiji,Reef Explorer - Fiji,Fiji,FJ,fallback,-18.1416,178.4419,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Reef Explorer - Fiji, Fiji",False,,Reef Explorer - Fiji,,,True
icrs-a-00474,Reef Renewal Foundation,Reef Renewal Foundation - Curacao,Curaçao,CW,ok,12.0851416,-68.8966315,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Reef Renewal Foundation - Curacao, Curaçao",False,,Reef Renewal Foundation - Curacao,,,True
icrs-a-00475,Reef Renewal Foundation,Reef Renewal Foundation,Curaçao,CW,ok,12.0851416,-68.8966315,geocode_csv,3,0,False,False,display_alias,"Reef Renewal Foundation; Reef Renewal Foundation - Curacao, Curacao; Reef Renewal Foundation - Curacao, Curaçao",False,,Reef Renewal Foundation,,,False
icrs-a-00476,Reef Song,Reef Song,Australia,AU,fallback,-35.2809,149.13,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Reef Song, Australia",False,,Reef Song,,,True
icrs-a-00477,Reef Support,Reef Support,Colombia,CO,fallback,4.711,-74.0721,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Reef Support, Colombia",False,,Reef Support,,,True
icrs-a-00478,Rekam Nusantara Foundation,Rekam Nusantara Foundation,Indonesia,ID,ok,-6.5888352,106.7982128,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Rekam Nusantara Foundation, Indonesia",False,,Rekam Nusantara Foundation,,,True
icrs-a-00479,Research Center for Biota System,Research Center for Biota System,Indonesia,ID,fallback,-6.2088,106.8456,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Research Center for Biota System, Indonesia",False,,Research Center for Biota System,,,True
icrs-a-00480,Resiliensea Immersive,Resiliensea Immersive,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Resiliensea Immersive, United States",False,,Resiliensea Immersive,,,True
icrs-a-00481,"Rethinking, Rebuilding, Regenerating Coral Reefs","Rethinking, Rebuilding, Regenerating Coral Reefs",Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Rethinking, Rebuilding, Regenerating Coral Reefs, Philippines",False,,"Rethinking, Rebuilding, Regenerating Coral Reefs",,,True
icrs-a-00482,Reva Atea,Reva Atea,French Polynesia,PF,fallback,-17.5516,-149.5585,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Reva Atea, French Polynesia",False,,Reva Atea,,,True
icrs-a-00483,Rockefeller University,Rockefeller University,United States,US,ok,40.7624872,-73.9556762,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Rockefeller University, United States",False,,Rockefeller University,,,True
icrs-a-00484,"Rosenstiel School of Marine, Atmospheric and Earth","Rosenstiel School of Marine, Atmospheric and Earth",United States,US,ok,25.7324169,-80.1636566,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Rosenstiel School of Marine, Atmospheric and Earth, United States",False,,"Rosenstiel School of Marine, Atmospheric and Earth",,,True
icrs-a-00485,"Rosenstiel School of Marine, Atmospheric, and Earth","Rosenstiel School of Marine, Atmospheric, and Earth, United States",United States,US,fallback,38.9072,-77.0369,capital_fallback,4,2,True,True,delegate_list;display_alias;geocode_csv;programme,"Rosenstiel School of Marine, Atmospheric and Earth Science; Rosenstiel School of Marine, Atmospheric and Earth Science, United States; Rosenstiel School of Marine, Atmospheric, and Earth Science; Rosenstiel School of Marine, Atmospheric, and Earth, United States",False,,"Rosenstiel School of Marine, Atmospheric and Earth Science",,,True
icrs-a-00486,Royal Netherlands Institute for Sea Research,Royal Netherlands Institute for Sea Research,Netherlands,NL,ok,51.4887209,4.0568124,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Royal Netherlands Institute for Sea Research, Netherlands",False,,Royal Netherlands Institute for Sea Research,,,True
icrs-a-00487,RPI under contract to NOAA National Ocean Service,RPI under contract to NOAA National Ocean Service,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,0,False,True,programme,RPI under contract to NOAA National Ocean Service,False,,RPI under contract to NOAA National Ocean Service,,,True
icrs-a-00488,Ruhr University - Bochum,Ruhr University - Bochum,Germany,DE,ok,51.444419,7.2613027,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Ruhr University - Bochum, Germany",False,,Ruhr University - Bochum,,,True
icrs-a-00489,Ruhuna University,Ruhuna University,Sri Lanka,LK,ok,5.9383232,80.5764962,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Ruhuna University, Sri Lanka",False,,Ruhuna University,,,True
icrs-a-00490,Saba Conservation Foundation,Saba Conservation Foundation,Netherlands,NL,fallback,52.3676,4.9041,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Saba Conservation Foundation, Netherlands",False,,Saba Conservation Foundation,,,True
icrs-a-00491,Sail for Reefs,Sail for Reefs,Puerto Rico,PR,fallback,18.4655,-66.1057,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Sail for Reefs, Puerto Rico",False,,Sail for Reefs,,,True
icrs-a-00492,San Diego State University,San Diego State University,United States,US,ok,32.7754647,-117.0711887,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"San Diego State University, United States",False,,San Diego State University,,,True
icrs-a-00493,Saudi Aramco,Saudi Aramco,Saudi Arabia,SA,fallback,24.7136,46.6753,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Saudi Aramco, Saudi Arabia",False,,Saudi Aramco,,,True
icrs-a-00494,Scripps Institution of Oceanography,"Scripps Institution of Oceanography, United States",United States,US,ok,32.8681401,-117.2503233,geocode_csv,2,11,True,True,delegate_list;display_alias;geocode_csv;programme,"Scripps Institution of Oceanography; Scripps Institution of Oceanography, United States",False,,"Scripps Institution of Oceanography, United States",,,True
icrs-a-00495,Sea Education Association,Sea Education Association,United States,US,ok,41.5486144,-70.6453534,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Sea Education Association, United States",False,,Sea Education Association,,,True
icrs-a-00496,Sea Grant,Sea Grant,American Samoa,AS,fallback,-14.2756,-170.702,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Sea Grant, American Samoa",False,,Sea Grant,,,True
icrs-a-00497,Sea Ventures Marine Response Unit,Sea Ventures Marine Response Unit,Puerto Rico,PR,ok,18.3401286,-65.6401996,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Sea Ventures Marine Response Unit, Puerto Rico",False,,Sea Ventures Marine Response Unit,,,True
icrs-a-00498,Sea Women of Melanesia Inc,Sea Women of Melanesia Inc,Papua New Guinea,PG,fallback,-9.4438,147.1803,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Sea Women of Melanesia Inc, Papua New Guinea",False,,Sea Women of Melanesia Inc,,,True
icrs-a-00499,Seatrees,Seatrees,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"Seatrees, United States",False,,Seatrees,,,True
icrs-a-00500,SECORE International,SECORE International,Mauritius,MU,fallback,-20.1609,57.5012,capital_fallback,1,2,True,True,delegate_list;geocode_csv;programme,"SECORE International, Mauritius",False,,SECORE International,,,True
icrs-a-00501,SECORE International,SECORE International,Mexico,MX,fallback,19.4326,-99.1332,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"SECORE International, Mexico",False,,SECORE International,,,True
icrs-a-00502,SECORE International,SECORE International,United States,US,ok,40.037692,-83.142082,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"SECORE International, United States",False,,SECORE International,,,True
icrs-a-00503,Secretariat of the Pacific Regional Environment,Secretariat of the Pacific Regional Environment,Samoa,WS,fallback,-13.8333,-171.7667,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Secretariat of the Pacific Regional Environment, Samoa",False,,Secretariat of the Pacific Regional Environment,,,True
icrs-a-00504,Senckenberg Nature Museum - Frankfurt,Senckenberg Nature Museum - Frankfurt,Germany,DE,ok,50.1175579,8.6522363,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Senckenberg Nature Museum - Frankfurt, Germany",False,,Senckenberg Nature Museum - Frankfurt,,,True
icrs-a-00505,Senckenberg Research Institute,Senckenberg Research Institute,Germany,DE,fallback,52.52,13.405,capital_fallback,1,0,False,True,programme,Senckenberg Research Institute,False,,Senckenberg Research Institute,,,True
icrs-a-00506,Seokyeong University,Seokyeong University,South Korea,KR,ok,37.6148855,127.0133508,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Seokyeong University, South Korea",False,,Seokyeong University,,,True
icrs-a-00507,"Settide, LLC","Settide, LLC",United States,US,fallback,38.9072,-77.0369,capital_fallback,2,1,True,True,delegate_list;geocode_csv;programme,"Settide, LLC; Settide, LLC, United States",False,,"Settide, LLC",,,True
icrs-a-00508,Seychelles Islands Foundation,Seychelles Islands Foundation,Seychelles,SC,ok,-4.5833333,55.6666667,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Seychelles Islands Foundation, Seychelles",False,,Seychelles Islands Foundation,,,True
icrs-a-00509,Shahid Beheshti University Of Tehran,Shahid Beheshti University Of Tehran,Iran,IR,missing,,,,1,0,False,True,programme,Shahid Beheshti University Of Tehran,True,geocode_missing,Shahid Beheshti University Of Tehran,,,False
icrs-a-00510,Shantou University,Shantou University,China,CN,ok,23.409312,116.63429,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Shantou University, China",False,,Shantou University,,,True
icrs-a-00511,Shenzhen MSU-BIT University,Shenzhen MSU-BIT University,China,CN,ok,22.6826092,114.2056483,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Shenzhen MSU-BIT University, China",False,,Shenzhen MSU-BIT University,,,True
icrs-a-00512,Shoals Rodrigues,Shoals Rodrigues,Mauritius,MU,ok,-19.6827533,63.4176398,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Shoals Rodrigues, Mauritius",False,,Shoals Rodrigues,,,True
icrs-a-00513,Silliiman University,Silliiman University,Philippines,PH,ok,9.311631,123.3073105,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Silliiman University, Philippines",False,,Silliiman University,,,True
icrs-a-00514,Silliman University,"Silliman University, Philippines",Philippines,PH,ok,9.311631,123.3073105,geocode_csv,2,4,True,True,delegate_list;display_alias;geocode_csv;programme,"Silliman University; Silliman University, Philippines",False,,"Silliman University, Philippines",,,True
icrs-a-00515,Smithsonian Environmental Research Center,Smithsonian Environmental Research Center,United States,US,ok,38.9015623,-76.5564251,geocode_csv,1,3,True,True,delegate_list;geocode_csv;programme,"Smithsonian Environmental Research Center, United States",False,,Smithsonian Environmental Research Center,,,True
icrs-a-00516,Smithsonian Institution,Smithsonian Institution,United States,US,ok,38.8860146,-77.0213921,geocode_csv,1,2,True,True,delegate_list;geocode_csv;programme,"Smithsonian Institution, United States",False,,Smithsonian Institution,,,True
icrs-a-00517,Smithsonian Marine Station,Smithsonian Marine Station,United States,US,ok,27.4600815,-80.311461,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Smithsonian Marine Station, United States",False,,Smithsonian Marine Station,,,True
icrs-a-00518,Smithsonian Tropical Research Center,Smithsonian Tropical Research Center,Panama,PA,ok,8.9621166,-79.5445144,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Smithsonian Tropical Research Center, Panama",False,,Smithsonian Tropical Research Center,,,True
icrs-a-00519,Smithsonian Tropical Research Institute - Panama,Smithsonian Tropical Research Institute - Panama,Panama,PA,fallback,8.9824,-79.5199,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Smithsonian Tropical Research Institute - Panama, Panama",False,,Smithsonian Tropical Research Institute - Panama,,,True
icrs-a-00520,Smithsonian Tropical Research Institute,Smithsonian Tropical Research Institute,Finland,FI,fallback,60.1699,24.9384,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Smithsonian Tropical Research Institute, Finland",False,,Smithsonian Tropical Research Institute,,,True
icrs-a-00521,Smithsonian Tropical Research Institute,Smithsonian Tropical Research Institute,Panama,PA,fallback,8.9824,-79.5199,capital_fallback,1,5,True,True,delegate_list;geocode_csv;programme,"Smithsonian Tropical Research Institute, Panama",False,,Smithsonian Tropical Research Institute,,,True
icrs-a-00522,Smithsonian Tropical Research Institute,Smithsonian Tropical Research Institute,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Smithsonian Tropical Research Institute, United States",False,,Smithsonian Tropical Research Institute,,,True
icrs-a-00523,Soneva Conservation and Sustainability Maldives,Soneva Conservation and Sustainability Maldives,Maldives,MV,fallback,4.1755,73.5093,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Soneva Conservation and Sustainability Maldives, Maldives",False,,Soneva Conservation and Sustainability Maldives,,,True
icrs-a-00524,South China Sea Institute of Oceanology,"South China Sea Institute of Oceanology, China",China,CN,ok,15.488092,114.404754,geocode_csv,2,6,True,True,delegate_list;display_alias;geocode_csv;programme,"South China Sea Institute of Oceanology; South China Sea Institute of Oceanology, China",False,,"South China Sea Institute of Oceanology, China",,,True
icrs-a-00525,Southeast Fisheries Science Center,Southeast Fisheries Science Center,United States,US,ok,25.7337025,-80.1605119,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"Southeast Fisheries Science Center, United States",False,,Southeast Fisheries Science Center,,,True
icrs-a-00526,Southern Cross University,Southern Cross University,Australia,AU,ok,-28.8193845,153.2994738,geocode_csv,1,12,True,True,delegate_list;geocode_csv;programme,"Southern Cross University, Australia",False,,Southern Cross University,,,True
icrs-a-00527,Southern Cross University,Southern Cross University,Maldives,MV,fallback,4.1755,73.5093,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Southern Cross University, Maldives",False,,Southern Cross University,,,True
icrs-a-00528,Southern Cross University,Southern Cross University,New Caledonia,NC,fallback,-22.2558,166.4505,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Southern Cross University, New Caledonia",False,,Southern Cross University,,,True
icrs-a-00529,Southern Cross University,Southern Cross University,Philippines,PH,fallback,14.5995,120.9842,capital_fallback,1,1,True,False,delegate_list;geocode_csv,"Southern Cross University, Philippines",False,,Southern Cross University,,,True
icrs-a-00530,Southern Environmental Association,Southern Environmental Association,Belize,BZ,ok,16.519986,-88.3706087,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Southern Environmental Association, Belize",False,,Southern Environmental Association,,,True
icrs-a-00531,Southern Marine Science and Engineering Guangdong Laboratory,Southern Marine Science and Engineering Guangdong Laboratory,China,CN,fallback,39.9042,116.4074,capital_fallback,1,0,False,True,programme,Southern Marine Science and Engineering Guangdong Laboratory,False,,Southern Marine Science and Engineering Guangdong Laboratory,,,True
icrs-a-00532,Southern University of Science and Technology,Southern University of Science and Technology,China,CN,ok,22.593969,113.99894,geocode_csv,1,1,True,False,delegate_list;geocode_csv,"Southern University of Science and Technology, China",False,,Southern University of Science and Technology,,,True
icrs-a-00533,Spanish National Research Council,Spanish National Research Council,Spain,ES,fallback,40.4168,-3.7038,capital_fallback,1,1,True,True,delegate_list;geocode_csv;programme,"Spanish National Research Council, Spain",False,,Spanish National Research Council,,,True
icrs-a-00534,Stanford University,"Stanford University, United States",United States,US,ok,37.42766,-122.17006,geocode_csv,2,5,True,True,delegate_list;display_alias;geocode_csv;programme,"Stanford University; Stanford University, United States",False,,"Stanford University, United States",,,True
icrs-a-00535,Stantec GS,Stantec GS,United States,US,fallback,38.9072,-77.0369,capital_fallback,1,3,True,True,delegate_list;geocode_csv;programme,"Stantec GS, United States",False,,Stantec GS,,,True
icrs-a-00536,State of Hawaiʻi,"State of Hawaiʻi, United States",United States,US,fallback,21.3069,-157.8583,capital_fallback,5,3,True,True,delegate_list;display_alias;geocode_csv;programme,"State of Hawai'i; State of Hawai'i, United States; State of Hawaii; State of Hawaiʻi; State of Hawaiʻi, United States",False,,"State of Hawaiʻi, United States",,,True
icrs-a-00537,State University of New York,State University of New York,United States,US,ok,40.7127753,-74.0059728,geocode_csv,1,1,True,True,delegate_list;geocode_csv;programme,"State University of New York, United States",False,,State University of New York,,,True
